ID,DATE,ROUTE,centre_BUS
C01264,2024-07-15,Ligne 289,SEINE RIVE GAUCHE
C01161,2024-07-15,Ligne 133,FLANDRE
C01305,2024-07-15,Ligne 361,SAINT DENIS
C01251,2024-07-15,Ligne 268,SAINT DENIS
C01199,2024-07-15,Ligne 178,RIVES NORD
C01169,2024-07-15,Ligne 144,DEFENSE OUEST
C01165,2024-07-15,Ligne 139,AUBERVILLIERS
C02243,2024-07-15,Ligne 25,CRETEIL-ST MAUR   
C01369,2024-07-15,Ligne 595,SEINE RIVE GAUCHE
C01418,2024-07-15,Ligne N14,MONTROUGE
C01184,2024-07-15,Ligne 162,SEINE RIVE GAUCHE
C02314,2024-07-15,Ligne 263,DEFENSE OUEST
C01105,2024-07-15,Ligne 69,PARIS EST
C01081,2024-07-15,Ligne 31,AUBERVILLIERS
C01078,2024-07-15,Ligne 28,MONTROUGE
C01347,2024-07-15,Ligne V4,QUAIS DE SEINE
C01422,2024-07-15,Ligne N153,QUAIS DE SEINE
C01400,2024-07-15,Ligne N31,VITRY
C01190,2024-07-15,Ligne 169,PARIS SUD OUEST
C01201,2024-07-15,Ligne 180,QUAIS DE SEINE
C01147,2024-07-15,Ligne 118,BORDS DE MARNE
C01255,2024-07-15,Ligne 274,RIVES NORD
C01156,2024-07-15,Ligne 127,BORDS DE MARNE
C01229,2024-07-15,Ligne 215,PARIS EST
C01124,2024-07-15,Ligne 93,DEFENSE OUEST
C01077,2024-07-15,Ligne 27,QUAIS DE SEINE
C01253,2024-07-15,Ligne 270,SAINT DENIS
C01076,2024-07-15,Ligne 26,BELLIARD
C01256,2024-07-15,Ligne 275,DEFENSE OUEST
C02437,2024-07-15,Ligne 209,BORDS DE MARNE
C02027,2024-07-15,Ligne 260,PARIS SUD OUEST
C01280,2024-07-15,Ligne 317,CRETEIL-ST MAUR   
C01328,2024-07-15,Ligne 492,THIAIS
C01316,2024-07-15,Ligne 390,SEINE RIVE GAUCHE
C01416,2024-07-15,Ligne N16,PARIS EST
C01144,2024-07-15,Ligne 115,PARIS EST
C02007,2024-07-15,Ligne 168,SAINT DENIS
C01197,2024-07-15,Ligne 176,DEFENSE OUEST
C01287,2024-07-15,Ligne 323,SEINE RIVE GAUCHE
C01281,2024-07-15,Ligne 318,PARIS EST
C01307,2024-07-15,Ligne 367,DEFENSE OUEST
C01397,2024-07-15,Ligne N23,PARIS EST
C01089,2024-07-15,Ligne 48,PARIS EST
C01143,2024-07-15,Ligne 114,BORDS DE MARNE
C01115,2024-07-15,Ligne 83,QUAIS DE SEINE
C01334,2024-07-15,Ligne 520,BORDS DE MARNE
C02251,2024-07-15,Ligne 77,PARIS EST
C01247,2024-07-15,Ligne 256,SAINT DENIS
C01411,2024-07-15,Ligne N41,PAVILLONS
C01756,2024-07-15,Ligne 337,SAINT DENIS
C01362,2024-07-15,Ligne V5,QUAIS DE SEINE
C01207,2024-07-15,Ligne 186,VITRY
C01412,2024-07-15,Ligne N35,CRETEIL-ST MAUR   
C01167,2024-07-15,Ligne 141,DEFENSE OUEST
C01126,2024-07-15,Ligne 95,AUBERVILLIERS
C01097,2024-07-15,Ligne 61,FLANDRE
C01278,2024-07-15,Ligne 310,BORDS DE MARNE
C01337,2024-07-15,Ligne AUDONIE,RIVES NORD
C01267,2024-07-15,Ligne 292,THIAIS
C02288,2024-07-15,Ligne 193,VITRY
C01177,2024-07-15,Ligne 153,SAINT DENIS
C01193,2024-07-15,Ligne 172,VITRY
C01096,2024-07-15,Ligne 60,BELLIARD
C01485,2024-07-15,Ligne 459,PARIS SUD OUEST
C01200,2024-07-15,Ligne 179,SEINE RIVE GAUCHE
C01236,2024-07-15,Ligne 237,RIVES NORD
C01402,2024-07-15,Ligne N61,PARIS SUD OUEST
C01354,2024-07-15,Ligne TUC,RIVES NORD
C01142,2024-07-15,Ligne 113,BORDS DE MARNE
C01146,2024-07-15,Ligne 117,CRETEIL-ST MAUR   
C01289,2024-07-15,Ligne 330,FLANDRE
C01072,2024-07-15,Ligne 20,PARIS EST
C01227,2024-07-15,Ligne 213,BORDS DE MARNE
C01164,2024-07-15,Ligne 138,SAINT DENIS
C01262,2024-07-15,Ligne 285,THIAIS
C01413,2024-07-15,Ligne N01,PARIS EST
C01396,2024-07-15,Ligne N42,FLANDRE
C01223,2024-07-15,Ligne 208A,CRETEIL-ST MAUR   
C01175,2024-07-15,Ligne 151,FLANDRE
C01392,2024-07-15,Ligne N24,DEFENSE OUEST
C01350,2024-07-15,Ligne 565,DEFENSE OUEST
C01180,2024-07-15,Ligne 157,DEFENSE OUEST
C01394,2024-07-15,Ligne N51,BELLIARD
C01246,2024-07-15,Ligne 255,SAINT DENIS
C01353,2024-07-15,Ligne SUBB,PARIS SUD OUEST
C01148,2024-07-15,Ligne 119,MONTROUGE
C01154,2024-07-15,Ligne 125,VITRY
C02008,2024-07-15,Ligne 353,SAINT DENIS
C01299,2024-07-15,Ligne 351,PAVILLONS
C01270,2024-07-15,Ligne 297,MONTROUGE
C01695,2024-07-15,Ligne 247,PAVILLONS
C01345,2024-07-15,Ligne 559A,DEFENSE OUEST
C01173,2024-07-15,Ligne 148,PAVILLONS
C01205,2024-07-15,Ligne 184,VITRY
C01318,2024-07-15,Ligne 393,CRETEIL-ST MAUR   
C01153,2024-07-15,Ligne 124,BORDS DE MARNE
C01403,2024-07-15,Ligne N62,SEINE RIVE GAUCHE
C01174,2024-07-15,Ligne 150,FLANDRE
C01310,2024-07-15,Ligne 372,CRETEIL-ST MAUR   
C01399,2024-07-15,Ligne N33,CRETEIL-ST MAUR   
C01135,2024-07-15,Ligne 106,CRETEIL-ST MAUR   
C01329,2024-07-15,Ligne CHARONNE,PARIS EST
C01159,2024-07-15,Ligne 131,VITRY
C02538,2024-07-15,Ligne 311,BORDS DE MARNE
C01221,2024-07-15,Ligne 206,BORDS DE MARNE
C01149,2024-07-15,Ligne 120,BORDS DE MARNE
C01123,2024-07-15,Ligne 92,MONTROUGE
C01188,2024-07-15,Ligne 166,RIVES NORD
C01311,2024-07-15,Ligne 378,DEFENSE OUEST
C01257,2024-07-15,Ligne 276,DEFENSE OUEST
C02080,2024-07-15,Ligne 559B,DEFENSE OUEST
C01189,2024-07-15,Ligne 167,DEFENSE OUEST
C01335,2024-07-15,Ligne NAVETTE,PARIS EST
C01365,2024-07-15,Ligne TUVIM,SEINE RIVE GAUCHE
C01119,2024-07-15,Ligne 87,QUAIS DE SEINE
C01106,2024-07-15,Ligne 70,PARIS SUD OUEST
C01320,2024-07-15,Ligne 395,MONTROUGE
C01309,2024-07-15,Ligne 370,SAINT DENIS
C01172,2024-07-15,Ligne 147,PAVILLONS
C01319,2024-07-15,Ligne 394,SEINE RIVE GAUCHE
C01356,2024-07-15,Ligne RIVER,RIVES NORD
C01323,2024-07-15,Ligne 421,BORDS DE MARNE
C01157,2024-07-15,Ligne 128,MONTROUGE   
C01282,2024-07-15,Ligne 319,MONTROUGE
C01408,2024-07-15,Ligne N63,SEINE RIVE GAUCHE
C01108,2024-07-15,Ligne 73,DEFENSE OUEST
C01166,2024-07-15,Ligne 140,RIVES NORD
C01196,2024-07-15,Ligne 175,RIVES NORD
C01274,2024-07-15,Ligne 303,BORDS DE MARNE
C01414,2024-07-15,Ligne N02,PARIS SUD OUEST
C01088,2024-07-15,Ligne 47,VITRY
C01187,2024-07-15,Ligne 165,DEFENSE OUEST
C01809,2024-07-15,Ligne 380,VITRY
C01209,2024-07-15,Ligne 188,MONTROUGE
C01168,2024-07-15,Ligne 143,PAVILLONS
C01141,2024-07-15,Ligne 112,CRETEIL-ST MAUR   
C02457,2024-07-15,Ligne LBLEUE,DEFENSE OUEST
C01243,2024-07-15,Ligne 251,PAVILLONS
C01211,2024-07-15,Ligne 190,SEINE RIVE GAUCHE
C01151,2024-07-15,Ligne 122,PARIS EST
C01417,2024-07-15,Ligne N15,QUAIS DE SEINE
C01170,2024-07-15,Ligne 145,PAVILLONS
C01308,2024-07-15,Ligne 368,SAINT DENIS
C01210,2024-07-15,Ligne 189,SEINE RIVE GAUCHE
C01294,2024-07-15,Ligne 341,BELLIARD
C01155,2024-07-15,Ligne 126,SEINE RIVE GAUCHE
C01252,2024-07-15,Ligne 269,SAINT DENIS
C01182,2024-07-15,Ligne 159,DEFENSE OUEST
C01304,2024-07-15,Ligne 360,DEFENSE OUEST
C01163,2024-07-15,Ligne 137,RIVES NORD
C01393,2024-07-15,Ligne N52,RIVES NORD
C01401,2024-07-15,Ligne N21,MONTROUGE
C01116,2024-07-15,Ligne 84,MONTROUGE
C01321,2024-07-15,Ligne 396,THIAIS
C01098,2024-07-15,Ligne 62,QUAIS DE SEINE
C01808,2024-07-15,Ligne 254,SAINT DENIS
C01326,2024-07-15,Ligne 485,THIAIS
C01288,2024-07-15,Ligne 325,VITRY
C01181,2024-07-15,Ligne 158,DEFENSE OUEST
C01093,2024-07-15,Ligne 56,PARIS EST
C01125,2024-07-15,Ligne 94,MONTROUGE
C01406,2024-07-15,Ligne N43,AUBERVILLIERS
C01216,2024-07-15,Ligne 196,MONTROUGE
C01333,2024-07-15,Ligne NEY-FLA,BELLIARD
C01217,2024-07-15,Ligne 197,MONTROUGE
C01235,2024-07-15,Ligne 235,RIVES NORD
C01083,2024-07-15,Ligne 38,AUBERVILLIERS
C01263,2024-07-15,Ligne 286,THIAIS
C01095,2024-07-15,Ligne 58,SEINE RIVE GAUCHE
C01265,2024-07-15,Ligne 290,SEINE RIVE GAUCHE
C01136,2024-07-15,Ligne 107,CRETEIL-ST MAUR   
C01110,2024-07-15,Ligne 75,FLANDRE
C01071,2024-07-15,Ligne TVM,THIAIS
C01132,2024-07-15,Ligne 103,CRETEIL-ST MAUR   
C01261,2024-07-15,Ligne ORLYBUS,QUAIS DE SEINE
C01266,2024-07-15,Ligne 291,MONTROUGE
C01241,2024-07-15,Ligne 249,FLANDRE
C01145,2024-07-15,Ligne 116,BORDS DE MARNE
C01303,2024-07-15,Ligne 356,SAINT DENIS
C01322,2024-07-15,Ligne 399,MONTROUGE
C01279,2024-07-15,Ligne 312,BORDS DE MARNE
C01249,2024-07-15,Ligne 261,SAINT DENIS
C02244,2024-07-15,Ligne 45,AUBERVILLIERS
C01680,2024-07-15,Ligne 35,AUBERVILLIERS
C01075,2024-07-15,Ligne 24,CRETEIL-ST MAUR   
C02081,2024-07-15,Ligne 559C,DEFENSE OUEST
C01208,2024-07-15,Ligne 187,THIAIS
C01710,2024-07-15,Ligne 487,THIAIS
C02245,2024-07-15,Ligne 59,MONTROUGE
C01231,2024-07-15,Ligne 217,CRETEIL-ST MAUR   
C01260,2024-07-15,Ligne 281,CRETEIL-ST MAUR   
C01194,2024-07-15,Ligne 173,FLANDRE
C01242,2024-07-15,Ligne 250,SAINT DENIS
C01112,2024-07-15,Ligne 80,BELLIARD
C01421,2024-07-15,Ligne N122,QUAIS DE SEINE
C01107,2024-07-15,Ligne 72,PARIS SUD OUEST
C01100,2024-07-15,Ligne 64,PARIS EST
C01420,2024-07-15,Ligne N12,PARIS EST
C01117,2024-07-15,Ligne 85,RIVES NORD
C01302,2024-07-15,Ligne 355,SAINT DENIS
C01073,2024-07-15,Ligne 21,MONTROUGE
C01780,2024-07-15,Ligne THIAIS,ne pas prendre
C01228,2024-07-15,Ligne 214,BORDS DE MARNE
C02494,2024-07-15,Ligne BUSM14,ne pas prendre
C01314,2024-07-15,Ligne 388,SEINE RIVE GAUCHE
C02246,2024-07-15,Ligne 71,PARIS EST
C01222,2024-07-15,Ligne 207,BORDS DE MARNE
C01839,2024-07-15,Ligne PORT,RIVES NORD
C01410,2024-07-15,Ligne N71,THIAIS
C01137,2024-07-15,Ligne 108,CRETEIL-ST MAUR   
C01331,2024-07-15,Ligne TILLBUS,PARIS EST
C01352,2024-07-15,Ligne TIM,PARIS SUD OUEST
C01398,2024-07-15,Ligne N34,BORDS DE MARNE
C01099,2024-07-15,Ligne 63,QUAIS DE SEINE
C01079,2024-07-15,Ligne 29,PARIS EST
C01138,2024-07-15,Ligne 109,CRETEIL-ST MAUR   
C01134,2024-07-15,Ligne 105,PAVILLONS
C01195,2024-07-15,Ligne 174,RIVES NORD
C01220,2024-07-15,Ligne 203,BORDS DE MARNE
C01819,2024-07-15,Ligne 208S,CRETEIL-ST MAUR   
C01481,2024-07-15,Ligne 426,PARIS SUD OUEST
C01102,2024-07-15,Ligne 66,RIVES NORD
C01363,2024-07-15,Ligne V7,THIAIS
C02000,2024-07-15,Ligne 259,DEFENSE OUEST
C01404,2024-07-15,Ligne N32,CRETEIL-ST MAUR   
C02082,2024-07-15,Ligne 559D,DEFENSE OUEST
C01212,2024-07-15,Ligne 191,SEINE RIVE GAUCHE
C01696,2024-07-15,Ligne 248,FLANDRE
C01111,2024-07-15,Ligne 76,PARIS EST
C01315,2024-07-15,Ligne 389,SEINE RIVE GAUCHE
C02459,2024-07-15,Ligne 382,THIAIS
C01127,2024-07-15,Ligne 96,PARIS EST
C01214,2024-07-15,Ligne 194,SEINE RIVE GAUCHE
C01130,2024-07-15,Ligne 101,CRETEIL-ST MAUR   
C01273,2024-07-15,Ligne 302,AUBERVILLIERS
C01090,2024-07-15,Ligne 52,PARIS SUD OUEST
C01488,2024-07-15,Ligne 471,PARIS SUD OUEST
C01120,2024-07-15,Ligne 88,MONTROUGE
C01276,2024-07-15,Ligne 306,CRETEIL-ST MAUR   
C01230,2024-07-15,Ligne 216,MONTROUGE
C01226,2024-07-15,Ligne 212,BORDS DE MARNE
C01185,2024-07-15,Ligne 163,DEFENSE OUEST
C01131,2024-07-15,Ligne 102,PARIS EST
C01818,2024-07-15,Ligne 208B,CRETEIL-ST MAUR   
C01233,2024-07-15,Ligne 221,BORDS DE MARNE
C01218,2024-07-15,Ligne 199,MONTROUGE
C01140,2024-07-15,Ligne 111,CRETEIL-ST MAUR   
C01300,2024-07-15,Ligne ROISSYBUS,AUBERVILLIERS
C01342,2024-07-15,Ligne TUB,Pavillons
C01171,2024-07-15,Ligne 146,PAVILLONS
C01405,2024-07-15,Ligne N45,PAVILLONS
C01240,2024-07-15,Ligne 244,DEFENSE OUEST
C01158,2024-07-15,Ligne 129,PARIS EST
C01133,2024-07-15,Ligne 104,CRETEIL-ST MAUR   
C01821,2024-07-15,Ligne 486,THIAIS
C01285,2024-07-15,Ligne 321,BORDS DE MARNE
C01186,2024-07-15,Ligne 164,DEFENSE OUEST
C01237,2024-07-15,Ligne 238,RIVES NORD
C01332,2024-07-15,Ligne BATIGNO,BELLIARD
C01407,2024-07-15,Ligne N22,THIAIS
C01349,2024-07-15,Ligne 564,DEFENSE OUEST
C01361,2024-07-15,Ligne V2,THIAIS
C01198,2024-07-15,Ligne 177,RIVES NORD
C01109,2024-07-15,Ligne 74,RIVES NORD
C01295,2024-07-15,Ligne 346,PAVILLONS
C01324,2024-07-15,Ligne 467,DEFENSE OUEST
C02254,2024-07-15,Ligne 40,BELLIARD
C01360,2024-07-15,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01082,2024-07-15,Ligne 32,BELLIARD
C01395,2024-07-15,Ligne N44,SAINT DENIS
C01330,2024-07-15,Ligne BIEVRES,QUAIS DE SEINE
C01244,2024-07-15,Ligne 252,AUBERVILLIERS
C01254,2024-07-15,Ligne 272,DEFENSE OUEST
C01087,2024-07-15,Ligne 46,PARIS EST
C01275,2024-07-15,Ligne 304,DEFENSE OUEST
C01176,2024-07-15,Ligne 152,FLANDRE
C01298,2024-07-15,Ligne 350,FLANDRE
C01118,2024-07-15,Ligne 86,PARIS EST
C01104,2024-07-15,Ligne 68,SEINE RIVE GAUCHE
C01313,2024-07-15,Ligne 385,THIAIS
C01238,2024-07-15,Ligne 239,SAINT DENIS
C01338,2024-07-15,Ligne EOLIEN,DEFENSE OUEST
C01234,2024-07-15,Ligne 234,PAVILLONS
C01085,2024-07-15,Ligne 42,PARIS SUD OUEST
C01225,2024-07-15,Ligne 211,BORDS DE MARNE
C01203,2024-07-15,Ligne 182,VITRY
C01340,2024-07-15,Ligne AS,DEFENSE OUEST
C01206,2024-07-15,Ligne 185,THIAIS
C01415,2024-07-15,Ligne N11,DEFENSE OUEST
C01103,2024-07-15,Ligne 67,MONTROUGE
C01219,2024-07-15,Ligne 201,CRETEIL-ST MAUR   
C01272,2024-07-15,Ligne 301,PARIS EST
C01248,2024-07-15,Ligne 258,DEFENSE OUEST
C01121,2024-07-15,Ligne 89,SEINE RIVE GAUCHE
C01152,2024-07-15,Ligne 123,SEINE RIVE GAUCHE
C01268,2024-07-15,Ligne 294,SEINE RIVE GAUCHE
C01232,2024-07-15,Ligne 220,BORDS DE MARNE
C01139,2024-07-15,Ligne 110,CRETEIL-ST MAUR   
C01213,2024-07-15,Ligne 192,THIAIS
C01419,2024-07-15,Ligne N13,SEINE RIVE GAUCHE
C01192,2024-07-15,Ligne 171,PARIS SUD OUEST
C01271,2024-07-15,Ligne 299,MONTROUGE 
C01327,2024-07-15,Ligne 488,THIAIS
C01215,2024-07-15,Ligne 195,SEINE RIVE GAUCHE
C01286,2024-07-15,Ligne 322,PARIS EST
C01084,2024-07-15,Ligne 39,PARIS SUD OUEST
C01224,2024-07-15,Ligne 210,BORDS DE MARNE
C01204,2024-07-15,Ligne 183,THIAIS
C01250,2024-07-15,Ligne 262,DEFENSE OUEST
C01409,2024-07-15,Ligne N53,DEFENSE OUEST
C01807,2024-07-15,Ligne N66,SEINE RIVE GAUCHE
C01359,2024-07-15,Ligne V3,VITRY
C01283,2024-07-15,Ligne 320,BORDS DE MARNE
C01092,2024-07-15,Ligne 54,AUBERVILLIERS
C01239,2024-07-15,Ligne 241,DEFENSE OUEST
C01074,2024-07-15,Ligne 22,PARIS SUD OUEST
C01086,2024-07-15,Ligne 43,BELLIARD
C01094,2024-07-15,Ligne 57,QUAIS DE SEINE
C01160,2024-07-15,Ligne 132,VITRY
C01367,2024-07-15,Ligne V6,QUAIS DE SEINE
C01245,2024-07-15,Ligne 253,SAINT DENIS
C01150,2024-07-15,Ligne 121,PARIS EST
C01341,2024-07-15,Ligne 545,PARIS EST
C02205,2024-07-15,Ligne PC,BELLIARD
C01114,2024-07-15,Ligne 82,PARIS SUD OUEST
C01317,2024-07-15,Ligne 391,SEINE RIVE GAUCHE
C01258,2024-07-15,Ligne 278,DEFENSE OUEST
C01292,2024-07-15,Ligne 340,RIVES NORD
C01209,2024-07-16,Ligne 188,MONTROUGE
C01488,2024-07-16,Ligne 471,PARIS SUD OUEST
C01093,2024-07-16,Ligne 56,PARIS EST
C01408,2024-07-16,Ligne N63,SEINE RIVE GAUCHE
C01182,2024-07-16,Ligne 159,DEFENSE OUEST
C01158,2024-07-16,Ligne 129,PARIS EST
C01104,2024-07-16,Ligne 68,SEINE RIVE GAUCHE
C01219,2024-07-16,Ligne 201,CRETEIL-ST MAUR   
C01401,2024-07-16,Ligne N21,MONTROUGE
C01338,2024-07-16,Ligne EOLIEN,DEFENSE OUEST
C01223,2024-07-16,Ligne 208A,CRETEIL-ST MAUR   
C01283,2024-07-16,Ligne 320,BORDS DE MARNE
C01144,2024-07-16,Ligne 115,PARIS EST
C01481,2024-07-16,Ligne 426,PARIS SUD OUEST
C01244,2024-07-16,Ligne 252,AUBERVILLIERS
C01680,2024-07-16,Ligne 35,AUBERVILLIERS
C01350,2024-07-16,Ligne 565,DEFENSE OUEST
C01072,2024-07-16,Ligne 20,PARIS EST
C01356,2024-07-16,Ligne RIVER,RIVES NORD
C01108,2024-07-16,Ligne 73,DEFENSE OUEST
C01241,2024-07-16,Ligne 249,FLANDRE
C01159,2024-07-16,Ligne 131,VITRY
C01319,2024-07-16,Ligne 394,SEINE RIVE GAUCHE
C01263,2024-07-16,Ligne 286,THIAIS
C01253,2024-07-16,Ligne 270,SAINT DENIS
C01422,2024-07-16,Ligne N153,QUAIS DE SEINE
C01222,2024-07-16,Ligne 207,BORDS DE MARNE
C01196,2024-07-16,Ligne 175,RIVES NORD
C01414,2024-07-16,Ligne N02,PARIS SUD OUEST
C01226,2024-07-16,Ligne 212,BORDS DE MARNE
C01116,2024-07-16,Ligne 84,MONTROUGE
C01122,2024-07-16,Ligne 91,QUAIS DE SEINE
C01094,2024-07-16,Ligne 57,QUAIS DE SEINE
C01200,2024-07-16,Ligne 179,SEINE RIVE GAUCHE
C02457,2024-07-16,Ligne LBLEUE,DEFENSE OUEST
C01197,2024-07-16,Ligne 176,DEFENSE OUEST
C01295,2024-07-16,Ligne 346,PAVILLONS
C01211,2024-07-16,Ligne 190,SEINE RIVE GAUCHE
C01192,2024-07-16,Ligne 171,PARIS SUD OUEST
C01210,2024-07-16,Ligne 189,SEINE RIVE GAUCHE
C01147,2024-07-16,Ligne 118,BORDS DE MARNE
C01096,2024-07-16,Ligne 60,BELLIARD
C01393,2024-07-16,Ligne N52,RIVES NORD
C01409,2024-07-16,Ligne N53,DEFENSE OUEST
C01202,2024-07-16,Ligne 181,CRETEIL-ST MAUR   
C01412,2024-07-16,Ligne N35,CRETEIL-ST MAUR   
C01392,2024-07-16,Ligne N24,DEFENSE OUEST
C02254,2024-07-16,Ligne 40,BELLIARD
C01224,2024-07-16,Ligne 210,BORDS DE MARNE
C01085,2024-07-16,Ligne 42,PARIS SUD OUEST
C01411,2024-07-16,Ligne N41,PAVILLONS
C01262,2024-07-16,Ligne 285,THIAIS
C01258,2024-07-16,Ligne 278,DEFENSE OUEST
C01363,2024-07-16,Ligne V7,THIAIS
C01123,2024-07-16,Ligne 92,MONTROUGE
C01143,2024-07-16,Ligne 114,BORDS DE MARNE
C01107,2024-07-16,Ligne 72,PARIS SUD OUEST
C01145,2024-07-16,Ligne 116,BORDS DE MARNE
C01133,2024-07-16,Ligne 104,CRETEIL-ST MAUR   
C01696,2024-07-16,Ligne 248,FLANDRE
C01405,2024-07-16,Ligne N45,PAVILLONS
C01278,2024-07-16,Ligne 310,BORDS DE MARNE
C01106,2024-07-16,Ligne 70,PARIS SUD OUEST
C01417,2024-07-16,Ligne N15,QUAIS DE SEINE
C01228,2024-07-16,Ligne 214,BORDS DE MARNE
C01071,2024-07-16,Ligne TVM,THIAIS
C01205,2024-07-16,Ligne 184,VITRY
C01171,2024-07-16,Ligne 146,PAVILLONS
C01137,2024-07-16,Ligne 108,CRETEIL-ST MAUR   
C01208,2024-07-16,Ligne 187,THIAIS
C01119,2024-07-16,Ligne 87,QUAIS DE SEINE
C01214,2024-07-16,Ligne 194,SEINE RIVE GAUCHE
C02494,2024-07-16,Ligne BUSM14,ne pas prendre
C01227,2024-07-16,Ligne 213,BORDS DE MARNE
C01316,2024-07-16,Ligne 390,SEINE RIVE GAUCHE
C01273,2024-07-16,Ligne 302,AUBERVILLIERS
C01134,2024-07-16,Ligne 105,PAVILLONS
C01111,2024-07-16,Ligne 76,PARIS EST
C01195,2024-07-16,Ligne 174,RIVES NORD
C02245,2024-07-16,Ligne 59,MONTROUGE
C01308,2024-07-16,Ligne 368,SAINT DENIS
C01103,2024-07-16,Ligne 67,MONTROUGE
C01276,2024-07-16,Ligne 306,CRETEIL-ST MAUR   
C01207,2024-07-16,Ligne 186,VITRY
C01221,2024-07-16,Ligne 206,BORDS DE MARNE
C01415,2024-07-16,Ligne N11,DEFENSE OUEST
C01485,2024-07-16,Ligne 459,PARIS SUD OUEST
C01369,2024-07-16,Ligne 595,SEINE RIVE GAUCHE
C01184,2024-07-16,Ligne 162,SEINE RIVE GAUCHE
C01327,2024-07-16,Ligne 488,THIAIS
C01235,2024-07-16,Ligne 235,RIVES NORD
C01177,2024-07-16,Ligne 153,SAINT DENIS
C01102,2024-07-16,Ligne 66,RIVES NORD
C01313,2024-07-16,Ligne 385,THIAIS
C01400,2024-07-16,Ligne N31,VITRY
C01186,2024-07-16,Ligne 164,DEFENSE OUEST
C01271,2024-07-16,Ligne 299,MONTROUGE 
C01204,2024-07-16,Ligne 183,THIAIS
C01150,2024-07-16,Ligne 121,PARIS EST
C01173,2024-07-16,Ligne 148,PAVILLONS
C02080,2024-07-16,Ligne 559B,DEFENSE OUEST
C02007,2024-07-16,Ligne 168,SAINT DENIS
C01203,2024-07-16,Ligne 182,VITRY
C01233,2024-07-16,Ligne 221,BORDS DE MARNE
C01216,2024-07-16,Ligne 196,MONTROUGE
C01188,2024-07-16,Ligne 166,RIVES NORD
C01320,2024-07-16,Ligne 395,MONTROUGE
C01180,2024-07-16,Ligne 157,DEFENSE OUEST
C01333,2024-07-16,Ligne NEY-FLA,BELLIARD
C01267,2024-07-16,Ligne 292,THIAIS
C01309,2024-07-16,Ligne 370,SAINT DENIS
C01236,2024-07-16,Ligne 237,RIVES NORD
C02027,2024-07-16,Ligne 260,PARIS SUD OUEST
C02000,2024-07-16,Ligne 259,DEFENSE OUEST
C02288,2024-07-16,Ligne 193,VITRY
C01191,2024-07-16,Ligne 170,AUBERVILLIERS
C01112,2024-07-16,Ligne 80,BELLIARD
C01311,2024-07-16,Ligne 378,DEFENSE OUEST
C01242,2024-07-16,Ligne 250,SAINT DENIS
C01247,2024-07-16,Ligne 256,SAINT DENIS
C01077,2024-07-16,Ligne 27,QUAIS DE SEINE
C01807,2024-07-16,Ligne N66,SEINE RIVE GAUCHE
C01337,2024-07-16,Ligne AUDONIE,RIVES NORD
C01280,2024-07-16,Ligne 317,CRETEIL-ST MAUR   
C01172,2024-07-16,Ligne 147,PAVILLONS
C01332,2024-07-16,Ligne BATIGNO,BELLIARD
C01399,2024-07-16,Ligne N33,CRETEIL-ST MAUR   
C01272,2024-07-16,Ligne 301,PARIS EST
C01252,2024-07-16,Ligne 269,SAINT DENIS
C01345,2024-07-16,Ligne 559A,DEFENSE OUEST
C01335,2024-07-16,Ligne NAVETTE,PARIS EST
C01212,2024-07-16,Ligne 191,SEINE RIVE GAUCHE
C01118,2024-07-16,Ligne 86,PARIS EST
C01082,2024-07-16,Ligne 32,BELLIARD
C01121,2024-07-16,Ligne 89,SEINE RIVE GAUCHE
C01163,2024-07-16,Ligne 137,RIVES NORD
C01176,2024-07-16,Ligne 152,FLANDRE
C01303,2024-07-16,Ligne 356,SAINT DENIS
C01166,2024-07-16,Ligne 140,RIVES NORD
C01238,2024-07-16,Ligne 239,SAINT DENIS
C01109,2024-07-16,Ligne 74,RIVES NORD
C01168,2024-07-16,Ligne 143,PAVILLONS
C01130,2024-07-16,Ligne 101,CRETEIL-ST MAUR   
C02243,2024-07-16,Ligne 25,CRETEIL-ST MAUR   
C01194,2024-07-16,Ligne 173,FLANDRE
C01117,2024-07-16,Ligne 85,RIVES NORD
C01105,2024-07-16,Ligne 69,PARIS EST
C01206,2024-07-16,Ligne 185,THIAIS
C01257,2024-07-16,Ligne 276,DEFENSE OUEST
C01780,2024-07-16,Ligne THIAIS,ne pas prendre
C01287,2024-07-16,Ligne 323,SEINE RIVE GAUCHE
C01351,2024-07-16,Ligne 566,DEFENSE OUEST
C01310,2024-07-16,Ligne 372,CRETEIL-ST MAUR   
C01314,2024-07-16,Ligne 388,SEINE RIVE GAUCHE
C01818,2024-07-16,Ligne 208B,CRETEIL-ST MAUR   
C01419,2024-07-16,Ligne N13,SEINE RIVE GAUCHE
C01321,2024-07-16,Ligne 396,THIAIS
C01086,2024-07-16,Ligne 43,BELLIARD
C01126,2024-07-16,Ligne 95,AUBERVILLIERS
C01402,2024-07-16,Ligne N61,PARIS SUD OUEST
C01360,2024-07-16,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01132,2024-07-16,Ligne 103,CRETEIL-ST MAUR   
C01167,2024-07-16,Ligne 141,DEFENSE OUEST
C01299,2024-07-16,Ligne 351,PAVILLONS
C01246,2024-07-16,Ligne 255,SAINT DENIS
C01125,2024-07-16,Ligne 94,MONTROUGE
C01413,2024-07-16,Ligne N01,PARIS EST
