ID,DATE,ROUTE,centre_BUS
C01333,2024-06-02,Ligne NEY-FLA,BELLIARD
C01311,2024-06-02,Ligne 378,DEFENSE OUEST
C01202,2024-06-02,Ligne 181,CRETEIL-ST MAUR   
C01087,2024-06-02,Ligne 46,PARIS EST
C01330,2024-06-02,Ligne BIEVRES,QUAIS DE SEINE
C01756,2024-06-02,Ligne 337,SAINT DENIS
C01303,2024-06-02,Ligne 356,SAINT DENIS
C01327,2024-06-02,Ligne 488,THIAIS
C01406,2024-06-02,Ligne N43,AUBERVILLIERS
C01488,2024-06-02,Ligne 471,PARIS SUD OUEST
C01167,2024-06-02,Ligne 141,DEFENSE OUEST
C01219,2024-06-02,Ligne 201,CRETEIL-ST MAUR   
C01286,2024-06-02,Ligne 322,PARIS EST
C02538,2024-06-02,Ligne 311,BORDS DE MARNE
C01240,2024-06-02,Ligne 244,DEFENSE OUEST
C01152,2024-06-02,Ligne 123,SEINE RIVE GAUCHE
C01393,2024-06-02,Ligne N52,RIVES NORD
C01237,2024-06-02,Ligne 238,RIVES NORD
C01150,2024-06-02,Ligne 121,PARIS EST
C01414,2024-06-02,Ligne N02,PARIS SUD OUEST
C02494,2024-06-02,Ligne BUSM14,ne pas prendre
C01180,2024-06-02,Ligne 157,DEFENSE OUEST
C01310,2024-06-02,Ligne 372,CRETEIL-ST MAUR   
C01074,2024-06-02,Ligne 22,PARIS SUD OUEST
C01186,2024-06-02,Ligne 164,DEFENSE OUEST
C01359,2024-06-02,Ligne V3,VITRY
C01147,2024-06-02,Ligne 118,BORDS DE MARNE
C01305,2024-06-02,Ligne 361,SAINT DENIS
C01115,2024-06-02,Ligne 83,QUAIS DE SEINE
C01206,2024-06-02,Ligne 185,THIAIS
C01839,2024-06-02,Ligne PORT,RIVES NORD
C01137,2024-06-02,Ligne 108,CRETEIL-ST MAUR   
C01172,2024-06-02,Ligne 147,PAVILLONS
C01808,2024-06-02,Ligne 254,SAINT DENIS
C02457,2024-06-02,Ligne LBLEUE,DEFENSE OUEST
C01215,2024-06-02,Ligne 195,SEINE RIVE GAUCHE
C01329,2024-06-02,Ligne CHARONNE,PARIS EST
C02244,2024-06-02,Ligne 45,AUBERVILLIERS
C01402,2024-06-02,Ligne N61,PARIS SUD OUEST
C01210,2024-06-02,Ligne 189,SEINE RIVE GAUCHE
C01415,2024-06-02,Ligne N11,DEFENSE OUEST
C01411,2024-06-02,Ligne N41,PAVILLONS
C01405,2024-06-02,Ligne N45,PAVILLONS
C01260,2024-06-02,Ligne 281,CRETEIL-ST MAUR   
C01417,2024-06-02,Ligne N15,QUAIS DE SEINE
C01102,2024-06-02,Ligne 66,RIVES NORD
C01251,2024-06-02,Ligne 268,SAINT DENIS
C01080,2024-06-02,Ligne 30,PARIS SUD OUEST
C01199,2024-06-02,Ligne 178,RIVES NORD
C01125,2024-06-02,Ligne 94,MONTROUGE
C02245,2024-06-02,Ligne 59,MONTROUGE
C01133,2024-06-02,Ligne 104,CRETEIL-ST MAUR   
C01232,2024-06-02,Ligne 220,BORDS DE MARNE
C01141,2024-06-02,Ligne 112,CRETEIL-ST MAUR   
C01304,2024-06-02,Ligne 360,DEFENSE OUEST
C01104,2024-06-02,Ligne 68,SEINE RIVE GAUCHE
C02205,2024-06-02,Ligne PC,BELLIARD
C01416,2024-06-02,Ligne N16,PARIS EST
C01116,2024-06-02,Ligne 84,MONTROUGE
C01273,2024-06-02,Ligne 302,AUBERVILLIERS
C01270,2024-06-02,Ligne 297,MONTROUGE
C01181,2024-06-02,Ligne 158,DEFENSE OUEST
C01282,2024-06-02,Ligne 319,MONTROUGE
C01132,2024-06-02,Ligne 103,CRETEIL-ST MAUR   
C01114,2024-06-02,Ligne 82,PARIS SUD OUEST
C02080,2024-06-02,Ligne 559B,DEFENSE OUEST
C01134,2024-06-02,Ligne 105,PAVILLONS
C01077,2024-06-02,Ligne 27,QUAIS DE SEINE
C01078,2024-06-02,Ligne 28,MONTROUGE
C01308,2024-06-02,Ligne 368,SAINT DENIS
C01211,2024-06-02,Ligne 190,SEINE RIVE GAUCHE
C01227,2024-06-02,Ligne 213,BORDS DE MARNE
C01271,2024-06-02,Ligne 299,MONTROUGE 
C01108,2024-06-02,Ligne 73,DEFENSE OUEST
C01225,2024-06-02,Ligne 211,BORDS DE MARNE
C01089,2024-06-02,Ligne 48,PARIS EST
C01680,2024-06-02,Ligne 35,AUBERVILLIERS
C01341,2024-06-02,Ligne 545,PARIS EST
C01195,2024-06-02,Ligne 174,RIVES NORD
C01122,2024-06-02,Ligne 91,QUAIS DE SEINE
C01229,2024-06-02,Ligne 215,PARIS EST
C01418,2024-06-02,Ligne N14,MONTROUGE
C01174,2024-06-02,Ligne 150,FLANDRE
C01187,2024-06-02,Ligne 165,DEFENSE OUEST
C01315,2024-06-02,Ligne 389,SEINE RIVE GAUCHE
C01216,2024-06-02,Ligne 196,MONTROUGE
C01224,2024-06-02,Ligne 210,BORDS DE MARNE
C01151,2024-06-02,Ligne 122,PARIS EST
C01326,2024-06-02,Ligne 485,THIAIS
C02288,2024-06-02,Ligne 193,VITRY
C01238,2024-06-02,Ligne 239,SAINT DENIS
C01338,2024-06-02,Ligne EOLIEN,DEFENSE OUEST
C01196,2024-06-02,Ligne 175,RIVES NORD
C01809,2024-06-02,Ligne 380,VITRY
C01201,2024-06-02,Ligne 180,QUAIS DE SEINE
C01322,2024-06-02,Ligne 399,MONTROUGE
C02008,2024-06-02,Ligne 353,SAINT DENIS
C01081,2024-06-02,Ligne 31,AUBERVILLIERS
C01361,2024-06-02,Ligne V2,THIAIS
C01409,2024-06-02,Ligne N53,DEFENSE OUEST
C01335,2024-06-02,Ligne NAVETTE,PARIS EST
C01263,2024-06-02,Ligne 286,THIAIS
C01257,2024-06-02,Ligne 276,DEFENSE OUEST
C01079,2024-06-02,Ligne 29,PARIS EST
C02000,2024-06-02,Ligne 259,DEFENSE OUEST
C01139,2024-06-02,Ligne 110,CRETEIL-ST MAUR   
C01410,2024-06-02,Ligne N71,THIAIS
C01352,2024-06-02,Ligne TIM,PARIS SUD OUEST
C01268,2024-06-02,Ligne 294,SEINE RIVE GAUCHE
C01807,2024-06-02,Ligne N66,SEINE RIVE GAUCHE
C01316,2024-06-02,Ligne 390,SEINE RIVE GAUCHE
C01176,2024-06-02,Ligne 152,FLANDRE
C01247,2024-06-02,Ligne 256,SAINT DENIS
C02246,2024-06-02,Ligne 71,PARIS EST
C01190,2024-06-02,Ligne 169,PARIS SUD OUEST
C01218,2024-06-02,Ligne 199,MONTROUGE
C01148,2024-06-02,Ligne 119,MONTROUGE
C01250,2024-06-02,Ligne 262,DEFENSE OUEST
C01107,2024-06-02,Ligne 72,PARIS SUD OUEST
C01419,2024-06-02,Ligne N13,SEINE RIVE GAUCHE
C02437,2024-06-02,Ligne 209,BORDS DE MARNE
C02459,2024-06-02,Ligne 382,THIAIS
C01356,2024-06-02,Ligne RIVER,RIVES NORD
C01171,2024-06-02,Ligne 146,PAVILLONS
C01256,2024-06-02,Ligne 275,DEFENSE OUEST
C01124,2024-06-02,Ligne 93,DEFENSE OUEST
C01243,2024-06-02,Ligne 251,PAVILLONS
C01205,2024-06-02,Ligne 184,VITRY
C01230,2024-06-02,Ligne 216,MONTROUGE
C01331,2024-06-02,Ligne TILLBUS,PARIS EST
C01239,2024-06-02,Ligne 241,DEFENSE OUEST
C01169,2024-06-02,Ligne 144,DEFENSE OUEST
C01189,2024-06-02,Ligne 167,DEFENSE OUEST
C01098,2024-06-02,Ligne 62,QUAIS DE SEINE
C01143,2024-06-02,Ligne 114,BORDS DE MARNE
C01099,2024-06-02,Ligne 63,QUAIS DE SEINE
C01209,2024-06-02,Ligne 188,MONTROUGE
C01212,2024-06-02,Ligne 191,SEINE RIVE GAUCHE
C01191,2024-06-02,Ligne 170,AUBERVILLIERS
C01264,2024-06-02,Ligne 289,SEINE RIVE GAUCHE
C01207,2024-06-02,Ligne 186,VITRY
C01307,2024-06-02,Ligne 367,DEFENSE OUEST
C01324,2024-06-02,Ligne 467,DEFENSE OUEST
C01412,2024-06-02,Ligne N35,CRETEIL-ST MAUR   
C01317,2024-06-02,Ligne 391,SEINE RIVE GAUCHE
C01226,2024-06-02,Ligne 212,BORDS DE MARNE
C01138,2024-06-02,Ligne 109,CRETEIL-ST MAUR   
C01407,2024-06-02,Ligne N22,THIAIS
C01265,2024-06-02,Ligne 290,SEINE RIVE GAUCHE
C01072,2024-06-02,Ligne 20,PARIS EST
C01283,2024-06-02,Ligne 320,BORDS DE MARNE
C01369,2024-06-02,Ligne 595,SEINE RIVE GAUCHE
C01193,2024-06-02,Ligne 172,VITRY
C01223,2024-06-02,Ligne 208A,CRETEIL-ST MAUR   
C01154,2024-06-02,Ligne 125,VITRY
C01164,2024-06-02,Ligne 138,SAINT DENIS
C01222,2024-06-02,Ligne 207,BORDS DE MARNE
C01073,2024-06-02,Ligne 21,MONTROUGE
C01337,2024-06-02,Ligne AUDONIE,RIVES NORD
C01184,2024-06-02,Ligne 162,SEINE RIVE GAUCHE
C01242,2024-06-02,Ligne 250,SAINT DENIS
C01088,2024-06-02,Ligne 47,VITRY
C01399,2024-06-02,Ligne N33,CRETEIL-ST MAUR   
C01258,2024-06-02,Ligne 278,DEFENSE OUEST
C02254,2024-06-02,Ligne 40,BELLIARD
C01084,2024-06-02,Ligne 39,PARIS SUD OUEST
C01298,2024-06-02,Ligne 350,FLANDRE
C01231,2024-06-02,Ligne 217,CRETEIL-ST MAUR   
C01235,2024-06-02,Ligne 235,RIVES NORD
C01294,2024-06-02,Ligne 341,BELLIARD
C01111,2024-06-02,Ligne 76,PARIS EST
C01710,2024-06-02,Ligne 487,THIAIS
C01277,2024-06-02,Ligne 308,CRETEIL-ST MAUR   
C01319,2024-06-02,Ligne 394,SEINE RIVE GAUCHE
C01322,2024-06-03,Ligne 399,MONTROUGE
C01329,2024-06-03,Ligne CHARONNE,PARIS EST
C01120,2024-06-03,Ligne 88,MONTROUGE
C01330,2024-06-03,Ligne BIEVRES,QUAIS DE SEINE
C01223,2024-06-03,Ligne 208A,CRETEIL-ST MAUR   
C01115,2024-06-03,Ligne 83,QUAIS DE SEINE
C01419,2024-06-03,Ligne N13,SEINE RIVE GAUCHE
C01214,2024-06-03,Ligne 194,SEINE RIVE GAUCHE
C01328,2024-06-03,Ligne 492,THIAIS
C01252,2024-06-03,Ligne 269,SAINT DENIS
C01073,2024-06-03,Ligne 21,MONTROUGE
C01213,2024-06-03,Ligne 192,THIAIS
C01079,2024-06-03,Ligne 29,PARIS EST
C01680,2024-06-03,Ligne 35,AUBERVILLIERS
C01351,2024-06-03,Ligne 566,DEFENSE OUEST
C01307,2024-06-03,Ligne 367,DEFENSE OUEST
C01121,2024-06-03,Ligne 89,SEINE RIVE GAUCHE
C01094,2024-06-03,Ligne 57,QUAIS DE SEINE
C01308,2024-06-03,Ligne 368,SAINT DENIS
C01126,2024-06-03,Ligne 95,AUBERVILLIERS
C01298,2024-06-03,Ligne 350,FLANDRE
C01227,2024-06-03,Ligne 213,BORDS DE MARNE
C01287,2024-06-03,Ligne 323,SEINE RIVE GAUCHE
C01156,2024-06-03,Ligne 127,BORDS DE MARNE
C01818,2024-06-03,Ligne 208B,CRETEIL-ST MAUR   
C01143,2024-06-03,Ligne 114,BORDS DE MARNE
C01420,2024-06-03,Ligne N12,PARIS EST
C01354,2024-06-03,Ligne TUC,RIVES NORD
C01340,2024-06-03,Ligne AS,DEFENSE OUEST
C01145,2024-06-03,Ligne 116,BORDS DE MARNE
C01151,2024-06-03,Ligne 122,PARIS EST
C01341,2024-06-03,Ligne 545,PARIS EST
C01190,2024-06-03,Ligne 169,PARIS SUD OUEST
C01418,2024-06-03,Ligne N14,MONTROUGE
C01334,2024-06-03,Ligne 520,BORDS DE MARNE
C01140,2024-06-03,Ligne 111,CRETEIL-ST MAUR   
C01152,2024-06-03,Ligne 123,SEINE RIVE GAUCHE
C01078,2024-06-03,Ligne 28,MONTROUGE
C01130,2024-06-03,Ligne 101,CRETEIL-ST MAUR   
C01175,2024-06-03,Ligne 151,FLANDRE
C01100,2024-06-03,Ligne 64,PARIS EST
C01102,2024-06-03,Ligne 66,RIVES NORD
C01274,2024-06-03,Ligne 303,BORDS DE MARNE
C02246,2024-06-03,Ligne 71,PARIS EST
C01270,2024-06-03,Ligne 297,MONTROUGE
C01171,2024-06-03,Ligne 146,PAVILLONS
C01202,2024-06-03,Ligne 181,CRETEIL-ST MAUR   
C01193,2024-06-03,Ligne 172,VITRY
C01141,2024-06-03,Ligne 112,CRETEIL-ST MAUR   
C01225,2024-06-03,Ligne 211,BORDS DE MARNE
C01076,2024-06-03,Ligne 26,BELLIARD
C01089,2024-06-03,Ligne 48,PARIS EST
C01353,2024-06-03,Ligne SUBB,PARIS SUD OUEST
C01821,2024-06-03,Ligne 486,THIAIS
C01397,2024-06-03,Ligne N23,PARIS EST
C01304,2024-06-03,Ligne 360,DEFENSE OUEST
C01219,2024-06-03,Ligne 201,CRETEIL-ST MAUR   
C01485,2024-06-03,Ligne 459,PARIS SUD OUEST
C01243,2024-06-03,Ligne 251,PAVILLONS
C02027,2024-06-03,Ligne 260,PARIS SUD OUEST
C01200,2024-06-03,Ligne 179,SEINE RIVE GAUCHE
C01294,2024-06-03,Ligne 341,BELLIARD
C01263,2024-06-03,Ligne 286,THIAIS
C01413,2024-06-03,Ligne N01,PARIS EST
C01333,2024-06-03,Ligne NEY-FLA,BELLIARD
C01710,2024-06-03,Ligne 487,THIAIS
C01360,2024-06-03,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01132,2024-06-03,Ligne 103,CRETEIL-ST MAUR   
C01257,2024-06-03,Ligne 276,DEFENSE OUEST
C01338,2024-06-03,Ligne EOLIEN,DEFENSE OUEST
C02000,2024-06-03,Ligne 259,DEFENSE OUEST
C01396,2024-06-03,Ligne N42,FLANDRE
C01125,2024-06-03,Ligne 94,MONTROUGE
C02494,2024-06-03,Ligne BUSM14,ne pas prendre
C01099,2024-06-03,Ligne 63,QUAIS DE SEINE
C01302,2024-06-03,Ligne 355,SAINT DENIS
C02243,2024-06-03,Ligne 25,CRETEIL-ST MAUR   
C01114,2024-06-03,Ligne 82,PARIS SUD OUEST
C01282,2024-06-03,Ligne 319,MONTROUGE
C01819,2024-06-03,Ligne 208S,CRETEIL-ST MAUR   
C01363,2024-06-03,Ligne V7,THIAIS
C02008,2024-06-03,Ligne 353,SAINT DENIS
C01411,2024-06-03,Ligne N41,PAVILLONS
C01072,2024-06-03,Ligne 20,PARIS EST
C01305,2024-06-03,Ligne 361,SAINT DENIS
C01247,2024-06-03,Ligne 256,SAINT DENIS
C01119,2024-06-03,Ligne 87,QUAIS DE SEINE
C01279,2024-06-03,Ligne 312,BORDS DE MARNE
C01184,2024-06-03,Ligne 162,SEINE RIVE GAUCHE
C01232,2024-06-03,Ligne 220,BORDS DE MARNE
C01106,2024-06-03,Ligne 70,PARIS SUD OUEST
C01314,2024-06-03,Ligne 388,SEINE RIVE GAUCHE
C01278,2024-06-03,Ligne 310,BORDS DE MARNE
C01093,2024-06-03,Ligne 56,PARIS EST
C01356,2024-06-03,Ligne RIVER,RIVES NORD
C02245,2024-06-03,Ligne 59,MONTROUGE
C01077,2024-06-03,Ligne 27,QUAIS DE SEINE
C01275,2024-06-03,Ligne 304,DEFENSE OUEST
C02457,2024-06-03,Ligne LBLEUE,DEFENSE OUEST
C01756,2024-06-03,Ligne 337,SAINT DENIS
C02538,2024-06-03,Ligne 311,BORDS DE MARNE
C01331,2024-06-03,Ligne TILLBUS,PARIS EST
C01273,2024-06-03,Ligne 302,AUBERVILLIERS
C01233,2024-06-03,Ligne 221,BORDS DE MARNE
C01350,2024-06-03,Ligne 565,DEFENSE OUEST
C01250,2024-06-03,Ligne 262,DEFENSE OUEST
C01324,2024-06-03,Ligne 467,DEFENSE OUEST
C01109,2024-06-03,Ligne 74,RIVES NORD
C01188,2024-06-03,Ligne 166,RIVES NORD
C01780,2024-06-03,Ligne THIAIS,ne pas prendre
C01262,2024-06-03,Ligne 285,THIAIS
C01108,2024-06-03,Ligne 73,DEFENSE OUEST
C02081,2024-06-03,Ligne 559C,DEFENSE OUEST
C01195,2024-06-03,Ligne 174,RIVES NORD
C01206,2024-06-03,Ligne 185,THIAIS
C01321,2024-06-03,Ligne 396,THIAIS
C01181,2024-06-03,Ligne 158,DEFENSE OUEST
C01264,2024-06-03,Ligne 289,SEINE RIVE GAUCHE
C01255,2024-06-03,Ligne 274,RIVES NORD
C01118,2024-06-03,Ligne 86,PARIS EST
C01182,2024-06-03,Ligne 159,DEFENSE OUEST
C01403,2024-06-03,Ligne N62,SEINE RIVE GAUCHE
C01253,2024-06-03,Ligne 270,SAINT DENIS
C01138,2024-06-03,Ligne 109,CRETEIL-ST MAUR   
C01352,2024-06-03,Ligne TIM,PARIS SUD OUEST
C01124,2024-06-03,Ligne 93,DEFENSE OUEST
C01194,2024-06-03,Ligne 173,FLANDRE
C01696,2024-06-03,Ligne 248,FLANDRE
C02205,2024-06-03,Ligne PC,BELLIARD
C01160,2024-06-03,Ligne 132,VITRY
C01238,2024-06-03,Ligne 239,SAINT DENIS
C01116,2024-06-03,Ligne 84,MONTROUGE
C01133,2024-06-03,Ligne 104,CRETEIL-ST MAUR   
C01104,2024-06-03,Ligne 68,SEINE RIVE GAUCHE
C01122,2024-06-03,Ligne 91,QUAIS DE SEINE
C01359,2024-06-03,Ligne V3,VITRY
C01217,2024-06-03,Ligne 197,MONTROUGE
C01085,2024-06-03,Ligne 42,PARIS SUD OUEST
C01400,2024-06-03,Ligne N31,VITRY
C01300,2024-06-03,Ligne ROISSYBUS,AUBERVILLIERS
C01807,2024-06-03,Ligne N66,SEINE RIVE GAUCHE
C01361,2024-06-03,Ligne V2,THIAIS
C01345,2024-06-03,Ligne 559A,DEFENSE OUEST
C01488,2024-06-03,Ligne 471,PARIS SUD OUEST
C01256,2024-06-03,Ligne 275,DEFENSE OUEST
C01337,2024-06-03,Ligne AUDONIE,RIVES NORD
C01349,2024-06-03,Ligne 564,DEFENSE OUEST
C01285,2024-06-03,Ligne 321,BORDS DE MARNE
C01481,2024-06-03,Ligne 426,PARIS SUD OUEST
C01154,2024-06-03,Ligne 125,VITRY
C01242,2024-06-03,Ligne 250,SAINT DENIS
C01111,2024-06-03,Ligne 76,PARIS EST
C01286,2024-06-03,Ligne 322,PARIS EST
C01365,2024-06-03,Ligne TUVIM,SEINE RIVE GAUCHE
C01080,2024-06-03,Ligne 30,PARIS SUD OUEST
C01245,2024-06-03,Ligne 253,SAINT DENIS
C01173,2024-06-03,Ligne 148,PAVILLONS
C01196,2024-06-03,Ligne 175,RIVES NORD
C01084,2024-06-03,Ligne 39,PARIS SUD OUEST
C01095,2024-06-03,Ligne 58,SEINE RIVE GAUCHE
C01809,2024-06-03,Ligne 380,VITRY
C01417,2024-06-03,Ligne N15,QUAIS DE SEINE
C01224,2024-06-03,Ligne 210,BORDS DE MARNE
C02314,2024-06-03,Ligne 263,DEFENSE OUEST
C01103,2024-06-03,Ligne 67,MONTROUGE
C01405,2024-06-03,Ligne N45,PAVILLONS
C01229,2024-06-03,Ligne 215,PARIS EST
C01310,2024-06-03,Ligne 372,CRETEIL-ST MAUR   
C01422,2024-06-03,Ligne N153,QUAIS DE SEINE
C01265,2024-06-03,Ligne 290,SEINE RIVE GAUCHE
C01212,2024-06-03,Ligne 191,SEINE RIVE GAUCHE
C01320,2024-06-03,Ligne 395,MONTROUGE
C01267,2024-06-03,Ligne 292,THIAIS
C01107,2024-06-03,Ligne 72,PARIS SUD OUEST
C01299,2024-06-03,Ligne 351,PAVILLONS
C01186,2024-06-03,Ligne 164,DEFENSE OUEST
C01409,2024-06-03,Ligne N53,DEFENSE OUEST
C01254,2024-06-03,Ligne 272,DEFENSE OUEST
C01401,2024-06-03,Ligne N21,MONTROUGE
C02254,2024-06-03,Ligne 40,BELLIARD
C01158,2024-06-03,Ligne 129,PARIS EST
C01228,2024-06-03,Ligne 214,BORDS DE MARNE
C01159,2024-06-03,Ligne 131,VITRY
C01170,2024-06-03,Ligne 145,PAVILLONS
C01112,2024-06-03,Ligne 80,BELLIARD
C01199,2024-06-03,Ligne 178,RIVES NORD
C01248,2024-06-03,Ligne 258,DEFENSE OUEST
C01142,2024-06-03,Ligne 113,BORDS DE MARNE
C01272,2024-06-03,Ligne 301,PARIS EST
C01311,2024-06-03,Ligne 378,DEFENSE OUEST
C01695,2024-06-03,Ligne 247,PAVILLONS
C01234,2024-06-03,Ligne 234,PAVILLONS
C01288,2024-06-03,Ligne 325,VITRY
C01096,2024-06-03,Ligne 60,BELLIARD
C02288,2024-06-03,Ligne 193,VITRY
C01313,2024-06-03,Ligne 385,THIAIS
C01211,2024-06-03,Ligne 190,SEINE RIVE GAUCHE
C01318,2024-06-03,Ligne 393,CRETEIL-ST MAUR   
C01165,2024-06-03,Ligne 139,AUBERVILLIERS
C01164,2024-06-03,Ligne 138,SAINT DENIS
C01139,2024-06-03,Ligne 110,CRETEIL-ST MAUR   
C01135,2024-06-03,Ligne 106,CRETEIL-ST MAUR   
C01203,2024-06-03,Ligne 182,VITRY
C01326,2024-06-03,Ligne 485,THIAIS
C01316,2024-06-03,Ligne 390,SEINE RIVE GAUCHE
C01131,2024-06-03,Ligne 102,PARIS EST
C01088,2024-06-03,Ligne 47,VITRY
C01309,2024-06-03,Ligne 370,SAINT DENIS
C01315,2024-06-03,Ligne 389,SEINE RIVE GAUCHE
C01249,2024-06-03,Ligne 261,SAINT DENIS
C01319,2024-06-03,Ligne 394,SEINE RIVE GAUCHE
C01235,2024-06-03,Ligne 235,RIVES NORD
C01281,2024-06-03,Ligne 318,PARIS EST
C01123,2024-06-03,Ligne 92,MONTROUGE
C01177,2024-06-03,Ligne 153,SAINT DENIS
C01237,2024-06-03,Ligne 238,RIVES NORD
C01362,2024-06-03,Ligne V5,QUAIS DE SEINE
C01092,2024-06-03,Ligne 54,AUBERVILLIERS
C01168,2024-06-03,Ligne 143,PAVILLONS
C01332,2024-06-03,Ligne BATIGNO,BELLIARD
C01083,2024-06-03,Ligne 38,AUBERVILLIERS
C01127,2024-06-03,Ligne 96,PARIS EST
C01098,2024-06-03,Ligne 62,QUAIS DE SEINE
C01169,2024-06-03,Ligne 144,DEFENSE OUEST
C01416,2024-06-03,Ligne N16,PARIS EST
C01153,2024-06-03,Ligne 124,BORDS DE MARNE
C01231,2024-06-03,Ligne 217,CRETEIL-ST MAUR   
C02007,2024-06-03,Ligne 168,SAINT DENIS
C01208,2024-06-03,Ligne 187,THIAIS
C01283,2024-06-03,Ligne 320,BORDS DE MARNE
C01280,2024-06-03,Ligne 317,CRETEIL-ST MAUR   
C01240,2024-06-03,Ligne 244,DEFENSE OUEST
C01172,2024-06-03,Ligne 147,PAVILLONS
C01146,2024-06-03,Ligne 117,CRETEIL-ST MAUR   
C01295,2024-06-03,Ligne 346,PAVILLONS
C01239,2024-06-03,Ligne 241,DEFENSE OUEST
C01204,2024-06-03,Ligne 183,THIAIS
C01221,2024-06-03,Ligne 206,BORDS DE MARNE
C01414,2024-06-03,Ligne N02,PARIS SUD OUEST
C01406,2024-06-03,Ligne N43,AUBERVILLIERS
C01187,2024-06-03,Ligne 165,DEFENSE OUEST
C01176,2024-06-03,Ligne 152,FLANDRE
C01260,2024-06-03,Ligne 281,CRETEIL-ST MAUR   
C01408,2024-06-03,Ligne N63,SEINE RIVE GAUCHE
C02459,2024-06-03,Ligne 382,THIAIS
C01410,2024-06-03,Ligne N71,THIAIS
C01421,2024-06-03,Ligne N122,QUAIS DE SEINE
C01230,2024-06-03,Ligne 216,MONTROUGE
C01347,2024-06-03,Ligne V4,QUAIS DE SEINE
C01367,2024-06-03,Ligne V6,QUAIS DE SEINE
C01081,2024-06-03,Ligne 31,AUBERVILLIERS
C02437,2024-06-03,Ligne 209,BORDS DE MARNE
C01226,2024-06-03,Ligne 212,BORDS DE MARNE
C01090,2024-06-03,Ligne 52,PARIS SUD OUEST
C01210,2024-06-03,Ligne 189,SEINE RIVE GAUCHE
C01180,2024-06-03,Ligne 157,DEFENSE OUEST
C01163,2024-06-03,Ligne 137,RIVES NORD
C01082,2024-06-03,Ligne 32,BELLIARD
C01407,2024-06-03,Ligne N22,THIAIS
C01147,2024-06-03,Ligne 118,BORDS DE MARNE
C01402,2024-06-03,Ligne N61,PARIS SUD OUEST
C01218,2024-06-03,Ligne 199,MONTROUGE
C01241,2024-06-03,Ligne 249,FLANDRE
C02244,2024-06-03,Ligne 45,AUBERVILLIERS
C01220,2024-06-03,Ligne 203,BORDS DE MARNE
C01222,2024-06-03,Ligne 207,BORDS DE MARNE
C01087,2024-06-03,Ligne 46,PARIS EST
C01150,2024-06-03,Ligne 121,PARIS EST
C01071,2024-06-03,Ligne TVM,THIAIS
C01201,2024-06-03,Ligne 180,QUAIS DE SEINE
C01110,2024-06-03,Ligne 75,FLANDRE
C01183,2024-06-03,Ligne 160,DEFENSE OUEST
C01317,2024-06-03,Ligne 391,SEINE RIVE GAUCHE
C01097,2024-06-03,Ligne 61,FLANDRE
C01289,2024-06-03,Ligne 330,FLANDRE
C01185,2024-06-03,Ligne 163,DEFENSE OUEST
C01117,2024-06-03,Ligne 85,RIVES NORD
C01086,2024-06-03,Ligne 43,BELLIARD
C01393,2024-06-03,Ligne N52,RIVES NORD
C01189,2024-06-03,Ligne 167,DEFENSE OUEST
C01148,2024-06-03,Ligne 119,MONTROUGE
C01209,2024-06-03,Ligne 188,MONTROUGE
C01394,2024-06-03,Ligne N51,BELLIARD
C01266,2024-06-03,Ligne 291,MONTROUGE
C01236,2024-06-03,Ligne 237,RIVES NORD
C01271,2024-06-03,Ligne 299,MONTROUGE 
C01216,2024-06-03,Ligne 196,MONTROUGE
C01149,2024-06-03,Ligne 120,BORDS DE MARNE
C01197,2024-06-03,Ligne 176,DEFENSE OUEST
C02080,2024-06-03,Ligne 559B,DEFENSE OUEST
C01215,2024-06-03,Ligne 195,SEINE RIVE GAUCHE
C01335,2024-06-03,Ligne NAVETTE,PARIS EST
C01839,2024-06-03,Ligne PORT,RIVES NORD
C01244,2024-06-03,Ligne 252,AUBERVILLIERS
C02082,2024-06-03,Ligne 559D,DEFENSE OUEST
C01261,2024-06-03,Ligne ORLYBUS,QUAIS DE SEINE
C01246,2024-06-03,Ligne 255,SAINT DENIS
C01198,2024-06-03,Ligne 177,RIVES NORD
C01369,2024-06-03,Ligne 595,SEINE RIVE GAUCHE
C01105,2024-06-03,Ligne 69,PARIS EST
C01134,2024-06-03,Ligne 105,PAVILLONS
C01276,2024-06-03,Ligne 306,CRETEIL-ST MAUR   
C01155,2024-06-03,Ligne 126,SEINE RIVE GAUCHE
C01404,2024-06-03,Ligne N32,CRETEIL-ST MAUR   
C01808,2024-06-03,Ligne 254,SAINT DENIS
C01392,2024-06-03,Ligne N24,DEFENSE OUEST
C01207,2024-06-03,Ligne 186,VITRY
C01157,2024-06-03,Ligne 128,MONTROUGE   
C01191,2024-06-03,Ligne 170,AUBERVILLIERS
C01205,2024-06-03,Ligne 184,VITRY
C01136,2024-06-03,Ligne 107,CRETEIL-ST MAUR   
C01167,2024-06-03,Ligne 141,DEFENSE OUEST
C01342,2024-06-03,Ligne TUB,Pavillons
C01395,2024-06-03,Ligne N44,SAINT DENIS
C01303,2024-06-03,Ligne 356,SAINT DENIS
C02251,2024-06-03,Ligne 77,PARIS EST
C01268,2024-06-03,Ligne 294,SEINE RIVE GAUCHE
C01174,2024-06-03,Ligne 150,FLANDRE
C01292,2024-06-03,Ligne 340,RIVES NORD
C01412,2024-06-03,Ligne N35,CRETEIL-ST MAUR   
C01251,2024-06-03,Ligne 268,SAINT DENIS
